scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Rousettus aegyptiacus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,aegyptiacus,CHIROPTERA,1.0,0.0,0.0,Rousettus,0.0,0.0,0.0,0.0,0.0,Herbivore,Rousettus aegyptiacus,134.0,2.6,172.185,93.2,8358.5,315.68,365.0,116.0,,1.035,2.0,,21.06,122.0,73.8,1825.0,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,2.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,4000.0,,,0.0,,1.0,0.0,"Afrotropical, Palearctic",7.0,Mammalia,-999.0,Egyptian Rousette,1.035,2.0,134.0,22.9,116.0,122.0,21.06,73.8,-999.0,-999.0,-999.0,22.9,-999.0,-999.0,-999.0,146.0,-999.0,-999.0,-999.0,17.2185,-999.0,-999.0,4.004,-999.0,-999.0,-999.0,-999.0,365.0,Rousettus,365.0,aegyptiacus,Chiroptera,Pteropodidae,rousettus_aegyptiacus,Rousette Fruit Bats,HLrouAeg4,vs_HLrouAeg4,rouAeg1,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,207.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,1.0,wild,0.0,0.0,A,0.0,60.0,132.24,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3789.0,ABC,Ref_117,40.0,0.0,Ref_1
Rousettus madagascariensis,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,madagascariensis,CHIROPTERA,3.0,2.0,0.0,Rousettus,0.0,0.0,0.0,0.0,0.0,Herbivore,Rousettus madagascariensis,65.72,,137.495,70.91,,365.25,489.57,124.32,,1.11,1.0,,,56.0,,1825.0,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,2.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,950.0,0.0,950.0,1.0,,1.0,0.0,Afrotropical,3.0,Mammalia,-999.0,Malagasy Rousette,1.11,1.0,65.72,-999.0,124.32,56.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.7495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.25,Rousettus,365.25,madagascariensis,Chiroptera,Pteropodidae,rousettus_madagascariensis,Madagascan rousette,HLrouMad1,vs_HLrouMad1,,Chiroptera,Pteropodidae,Rousettus,madagascariensis,421.0,-,,,,,,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,60.0,62.1,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3792.0,ABC,Ref_117,40.0,0.0,Ref_1
Macroglossus sobrinus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,sobrinus,CHIROPTERA,1.0,1.0,0.0,Macroglossus,0.0,0.0,0.0,0.0,0.0,Herbivore,Macroglossus sobrinus,21.8,0.692,85.0,46.96,2190.0,,,,,1.0,,,,,,,,,0.0,2.0,,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,2.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,2000.0,,,0.0,,1.0,0.0,Indomalayan,2.0,Mammalia,-999.0,Greater Long-nosed Fruit Bat,1.0,-999.0,21.8,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,24.4,23.0,-999.0,-999.0,-999.0,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Macroglossus,-999.0,sobrinus,Chiroptera,Pteropodidae,macroglossus_sobrinus,Long-tongued Fruit Bats,HLmacSob1,vs_HLmacSob1,,Chiroptera,Pteropodidae,Macroglossus,sobrinus,118.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nectarivore,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,1.0,wild,0.0,0.0,A,0.0,20.0,22.13,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3800.0,ABC,Ref_117,80.0,0.0,Ref_1
Rhinolophus sinicus,Rhinolophidae,0.0,0.0,0.0,RHINOLOPHIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,sinicus,CHIROPTERA,0.0,0.0,0.0,Rhinolophus,0.0,0.0,0.0,0.0,0.0,Carnivore,Rhinolophus sinicus,10.255,,,,1825.0,451.11,574.65,123.54,,0.99,1.0,,2.86,59.42,11.0,,,,,,,,100.0,0.0,0.0,,,,,,,,,,,,3.0,A,1.0,0.0,0.0,0.0,1.0,2769.0,500.0,2269.0,,,,,Indomalayan,2.0,Mammalia,-999.0,Chinese Rufous Horseshoe Bat,0.99,1.0,10.255,5.0,123.54,59.42,2.86,11.0,-999.0,-999.0,-999.0,5.0,-999.0,9.9,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Rhinolophus,451.11,sinicus,Chiroptera,Rhinolophidae,rhinolophus_sinicus,Horseshoe Bats,HLrhiSin1,vs_HLrhiSin1,HLrhiSin1,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,204.0,-,Insectivore,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,O-For Examination,O-For Examination,-999.0,,-,,0.0,0.0,80.0,0.0,20.0,20.0,-,1.0,wild,0.0,1.0,B,10.0,0.0,10.62,Ref_1,and gleaners,A,80.0,0.0,0.0,10.0,0.0,ABC,0.0,0.0,0.0,1.0,0.0,3881.0,D1,"Ref_2, Ref_3",0.0,0.0,Ref_2
Rhinolophus ferrumequinum,Rhinolophidae,0.0,0.0,0.0,RHINOLOPHIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,ferrumequinum,CHIROPTERA,0.0,0.0,0.0,Rhinolophus,0.0,0.0,0.0,0.0,0.0,Carnivore,Rhinolophus ferrumequinum,22.875,0.35,69.0,63.68,11132.5,827.69,1277.5,85.62,,0.99,1.0,364.75,5.72,52.935,,3285.0,,,1.0,2.0,,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,A,1.0,0.0,0.0,0.0,1.0,3000.0,0.0,3000.0,0.0,,1.0,0.0,Palearctic,5.0,Mammalia,-999.0,Greater Horseshoe Bat,0.99,1.0,22.875,30.5,85.62,52.935,5.72,-999.0,-999.0,-999.0,-999.0,30.0,0.999315537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,730.0,Rhinolophus,778.845,ferrumequinum,Chiroptera,Rhinolophidae,rhinolophus_ferrumequinum,Greater horseshoe bat,HLrhiFer5,vs_HLrhiFer5,,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,417.0,-,,,,,,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,,,,,B,0.0,0.0,21.06,Ref_1,and gleaners,A,100.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3911.0,ABC,Ref_117,0.0,0.0,Ref_1
Hipposideros galeritus,Hipposideridae,0.0,0.0,0.0,HIPPOSIDERIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,galeritus,CHIROPTERA,0.0,0.0,0.0,Hipposideros,0.0,0.0,0.0,0.0,0.0,Carnivore,Hipposideros galeritus,9.335,0.279,,45.99,,,,,,0.99,1.0,,,,,,,,1.0,2.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,A,1.0,0.0,0.0,0.0,1.0,1100.0,0.0,1100.0,1.0,,1.0,0.0,Indomalayan,3.0,Mammalia,-999.0,Cantor's Leaf-nosed Bat,0.99,1.0,9.335,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Hipposideros,-999.0,galeritus,Chiroptera,Hipposideridae,hipposideros_galeritus,Cantor's roundleaf bat,HLhipGal1,vs_HLhipGal1,,Chiroptera,Hipposideridae,Hipposideros,galeritus,98.0,-,,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,2.0,Omnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,1.0,wild,0.0,1.0,A,0.0,0.0,8.18,Ref_1,,A,100.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3956.0,ABC,Ref_117,0.0,0.0,Ref_1
Hipposideros armiger,Hipposideridae,0.0,0.0,0.0,HIPPOSIDERIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,armiger,CHIROPTERA,0.0,0.0,0.0,Hipposideros,0.0,0.0,0.0,0.0,0.0,Carnivore,Hipposideros armiger,49.99,0.76,,89.49,,,,,,,,,,,,,,,,2.0,,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,A,1.0,0.0,0.0,0.0,1.0,2031.0,100.0,1931.0,0.0,,1.0,0.0,Indomalayan,2.0,Mammalia,-999.0,Great Leaf-nosed Bat,-999.0,-999.0,49.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,42.0,45.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Hipposideros,-999.0,armiger,Chiroptera,Hipposideridae,hipposideros_armiger,Great Roundleaf Bat,HLhipArm1,vs_HLhipArm1,HLhipArm1,Chiroptera,Hipposideridae,Hipposideros,armiger,97.0,-,Insectivore,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,1.0,wild,0.0,1.0,A,0.0,0.0,53.0,Ref_1,,A,100.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3997.0,ABC,Ref_117,0.0,0.0,Ref_1
Megaderma lyra,Megadermatidae,0.0,1.0,0.0,MEGADERMATIDAE,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,lyra,CHIROPTERA,0.0,0.0,1.0,Megaderma,1.0,1.0,1.0,0.0,0.0,Carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Greater False Vampire Bat,1.0,1.0,38.935,14.0,151.04,44.58,8.86,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.399,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,450.0,Megaderma,580.38,lyra,Chiroptera,Megadermatidae,megaderma_lyra,Asian False Vampire Bats,HLmegLyr2,vs_HLmegLyr2,,Chiroptera,Megadermatidae,Megaderma,lyra,124.0,-,,Carnivore,Carnivore,Carnivore,Carnivore,C-All-Animals-Eater,C-All-Animals-Eater,C-InsVertivore-Mixed,3.0,Carnivore,-,,50.0,60.0,100.0,0.0,0.0,0.0,-,1.0,wild,0.0,1.0,B,0.0,0.0,45.54,Ref_1,"generalist, including aquatic",G,40.0,10.0,0.0,0.0,0.0,ABC,1.0,20.0,30.0,1.0,0.0,4012.0,ABC,Ref_117,0.0,0.0,Ref_1
Macrotus californicus,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,californicus,CHIROPTERA,0.0,0.0,0.0,Macrotus,0.0,0.0,0.0,0.0,0.0,Carnivore,Macrotus californicus,12.0,,62.68,50.58,6375.333,216.03,365.0,260.145,,1.0,1.0,,1.555,30.44,,1709.295,,,0.0,2.0,,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,3.0,S,1.0,0.0,0.0,0.0,1.0,1220.0,,,0.0,,0.0,0.0,Nearctic,4.0,Mammalia,-999.0,Californian Leaf-nosed Bat,1.0,1.0,12.0,17.46666667,260.145,30.44,1.555,-999.0,-999.0,-999.0,-999.0,10.40833333,-999.0,-999.0,-999.0,11.7,-999.0,-999.0,-999.0,6.268,-999.0,-999.0,2.9905,-999.0,-999.0,-999.0,-999.0,365.28,Macrotus,120.88,californicus,Chiroptera,Phyllostomidae,macrotus_californicus,California leaf-nosed bat,HLmacCal1,vs_HLmacCal1,,Chiroptera,Phyllostomidae,Macrotus,californicus,326.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,50.0,0.0,50.0,-,,,,,B,0.0,50.0,11.63,Ref_1,surface vs. scansorial unknown,S,50.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4026.0,ABC,Ref_117,0.0,0.0,Ref_1
Micronycteris hirsuta,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,hirsuta,CHIROPTERA,0.0,0.0,0.0,Micronycteris,0.0,0.0,0.0,0.0,0.0,Omnivore,Micronycteris hirsuta,12.89,,66.0,43.3,,,,,,0.99,,,,,,,,,,2.0,,,89.0,0.0,11.0,,,,,,,,,,,,2.0,S,1.0,0.0,0.0,0.0,1.0,1500.0,,,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Hairy Big-eared Bat,0.99,-999.0,12.89,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Micronycteris,-999.0,hirsuta,Chiroptera,Phyllostomidae,micronycteris_hirsuta,Little Big-eared Bats,HLmicHir1,vs_HLmicHir1,,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,131.0,-,,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,80.0,20.0,0.0,20.0,-,1.0,wild,0.0,1.0,B,0.0,20.0,12.01,Ref_1,surface vs. scansorial unknown,S,80.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4031.0,D1,Ref_117,0.0,0.0,Ref_2
Phyllostomus discolor,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,discolor,CHIROPTERA,1.0,1.0,0.0,Phyllostomus,0.0,0.0,0.0,0.0,0.0,Omnivore,Phyllostomus discolor,40.05,0.89,97.0,62.5,3285.0,,,105.0,,1.0,,,7.0,,,,,,0.0,2.0,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,3.0,2.0,S,1.0,0.0,0.0,0.0,1.0,,,,0.0,,1.0,0.0,Neotropical,4.0,Mammalia,-999.0,Pale Spear-nosed Bat,1.0,-999.0,40.05,9.0,105.0,-999.0,7.0,-999.0,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,-999.0,33.5,-999.0,-999.0,-999.0,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Phyllostomus,-999.0,discolor,Chiroptera,Phyllostomidae,phyllostomus_discolor,Pale spear-nosed bat,HLphyDis3,vs_HLphyDis3,,Chiroptera,Phyllostomidae,Phyllostomus,discolor,393.0,-,,,,,,H-High-sugar-plants-Eater,O-Generalist,O-Generalist,2.0,Omnivore,-,,0.0,0.0,30.0,70.0,0.0,70.0,-,,,,,B,0.0,40.0,34.13,Ref_1,possibly also 3,S,30.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4056.0,ABC,Ref_117,30.0,0.0,Ref_1
Tonatia saurophila,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,saurophila,CHIROPTERA,0.0,0.0,0.0,Tonatia,1.0,0.0,1.0,0.0,0.0,Omnivore,Tonatia saurophila,27.55,,91.5,,,,,,,0.98,,,,,,,,,,,,,56.0,33.0,11.0,,,,,,,,,,,,2.0,A,1.0,0.0,0.0,0.0,1.0,1200.0,50.0,1150.0,,,,,Neotropical,2.0,Mammalia,-999.0,Stripe-headed Round-eared Bat,0.98,-999.0,27.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Tonatia,-999.0,saurophila,Chiroptera,Phyllostomidae,tonatia_saurophila,Round-eared Bats,HLtonSau1,vs_HLtonSau1,,Chiroptera,Phyllostomidae,Tonatia,saurophila,226.0,-,,Insectivore/Herbivore,Omnivore-IH,_Omnivore,Omnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,-999.0,,-,,0.0,0.0,90.0,10.0,0.0,10.0,-,1.0,wild,0.0,1.0,B,0.0,10.0,30.0,Ref_1,generalist,A,90.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4058.0,D1,Ref_128,0.0,0.0,Ref_2
Artibeus jamaicensis,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,jamaicensis,CHIROPTERA,2.0,2.0,0.0,Artibeus,0.0,0.0,0.0,0.0,0.0,Omnivore,Artibeus jamaicensis,46.1,0.93,93.0,60.34,7014.083,333.22,440.57,106.54,,1.0,2.0,219.849,8.9,15.0,33.79,1920.478,,,0.0,2.0,,,10.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,1.0,2.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,0.0,,1.0,0.0,Neotropical,4.0,Mammalia,-999.0,Jamaican Fruit-eating Bat,1.0,2.0,46.1,19.21666667,106.54,15.0,8.9,33.79,-999.0,-999.0,-999.0,10.45,0.602327173,-999.0,-999.0,46.1,-999.0,-999.0,-999.0,9.3,-999.0,-999.0,4.936,-999.0,-999.0,-999.0,-999.0,365.28,Artibeus,288.37,jamaicensis,Chiroptera,Phyllostomidae,artibeus_jamaicensis,Neotropical Fruit Bats,HLartJam1,vs_HLartJam1,,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,12.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Frugivore,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,2.0,Omnivore,-,,0.0,0.0,10.0,90.0,0.0,90.0,-,1.0,wild,0.0,1.0,A,0.0,80.0,42.17,Ref_1,,Ar,10.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4076.0,ABC,Ref_117,10.0,0.0,Ref_1
Desmodus rotundus,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,rotundus,CHIROPTERA,0.0,0.0,0.0,Desmodus,0.0,0.0,0.0,0.0,0.0,Carnivore,Desmodus rotundus,33.18,0.882,85.5,58.29,10658.0,285.0,285.0,189.0,,1.0,1.26,288.777,8.0,274.0,,2779.798,,,0.0,2.0,,,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,G,1.0,0.0,0.0,0.0,1.0,2400.0,,,0.0,,1.0,0.0,"Nearctic, Neotropical",3.0,Mammalia,-999.0,Common Vampire Bat,1.0,1.26,33.18,29.2,189.0,274.0,8.0,-999.0,-999.0,-999.0,-999.0,29.10833333,0.791170431,-999.0,-999.0,29.4,-999.0,-999.0,-999.0,8.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,285.0,Desmodus,285.0,rotundus,Chiroptera,Phyllostomidae,desmodus_rotundus,Common Vampire Bat,HLdesRot2,vs_HLdesRot2,HLdesRot1,Chiroptera,Phyllostomidae,Desmodus,rotundus,63.0,-,,Hematophagy ,Hematophagy ,Hematophagy,,C-Endotherm-Carnivore,C-Endotherm-Carnivore,C-Endotherm-Carnivore,3.0,Carnivore,-,,100.0,100.0,100.0,0.0,0.0,0.0,-,1.0,captive,0.0,1.0,A,0.0,0.0,31.21,Ref_1,,G,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,100.0,1.0,0.0,4129.0,ABC,Ref_117,0.0,0.0,Ref_1
Anoura caudifer,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,caudifer,CHIROPTERA,1.0,1.0,0.0,Anoura,0.0,0.0,0.0,0.0,0.0,Omnivore,Anoura caudifer,11.155,0.422,57.16,36.25,,,,107.97,,0.995,,,2.14,,,,,,0.0,2.0,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,3.0,2.0,Ar,1.0,0.0,0.0,0.0,1.0,2880.0,200.0,2680.0,0.0,,1.0,0.0,Neotropical,1.0,Mammalia,-999.0,Tailed Tailless Bat,0.995,-999.0,11.155,-999.0,107.97,-999.0,2.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.3,-999.0,-999.0,-999.0,5.716,-999.0,-999.0,2.089,-999.0,-999.0,-999.0,-999.0,-999.0,Anoura,-999.0,caudifer,Chiroptera,Phyllostomidae,anoura_caudifer,Geoffroy's Long-nosed Bats,HLanoCau1,vs_HLanoCau1,,Chiroptera,Phyllostomidae,Anoura,caudifer,8.0,-,,Insectivore/Herbivore,Omnivore-IH,_Omnivore,Omnivore,H-High-sugar-plants-Eater,O-Generalist,O-Generalist,2.0,Omnivore,-,,0.0,0.0,30.0,70.0,0.0,70.0,-,1.0,wild,0.0,1.0,A,0.0,30.0,10.81,Ref_1,,Ar,30.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4143.0,ABC,Ref_58,40.0,0.0,Ref_1
Leptonycteris yerbabuenae,Phyllostomidae,0.0,0.0,0.0,PHYLLOSTOMIDAE,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,yerbabuenae,CHIROPTERA,1.0,1.0,0.0,Leptonycteris,0.0,0.0,0.0,0.0,0.0,Herbivore,Leptonycteris yerbabuenae,24.26,,89.5,53.37,3686.5,,,121.83,,1.0,1.0,,7.3,41.99,14.17,,,,0.0,,,,10.0,0.0,90.0,,,,,,,,,,,,1.0,Ar,1.0,0.0,0.0,0.0,1.0,2600.0,,,0.0,,1.0,0.0,"Nearctic, Neotropical",2.0,Mammalia,-999.0,Lesser Long-nosed Bat,1.0,1.0,24.26,10.1,121.83,41.99,7.3,14.17,-999.0,-999.0,-999.0,10.0,-999.0,24.9,26.4,-999.0,-999.0,-999.0,-999.0,8.95,-999.0,-999.0,2.199,-999.0,-999.0,-999.0,-999.0,-999.0,Leptonycteris,-999.0,yerbabuenae,Chiroptera,Phyllostomidae,leptonycteris_yerbabuenae,Lesser long-nosed bat,HLlepYer1,vs_HLlepYer1,,Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,316.0,-,,,,,,H-High-sugar-plants-Eater,O-Generalist,O-Generalist,-999.0,,-,,0.0,0.0,20.0,80.0,0.0,80.0,-,,,,,A,0.0,40.0,22.24,Ref_1,,Ar,20.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,4154.0,D1,Ref_58,40.0,0.0,Ref_2
